Citations,Publication Year,Discipline,Sub-topic,Title,Author,Key,Abstract Note,Language
0,2021,political_science_ir,Regulative,Regardless of frontiers: global freedom of expression in a troubled world,Agnés Callamard,ZH7P35TF,"""The United Nations' Universal Declaration of Human Rights in 1948 proclaimed a vision of freedom of expression exercised regardless of frontiers. Nonetheless, laws and norms regarding the freedom or limits of expression are typically established and understood at the national level. In today's interconnected world, where newfound threats to free expression have suddenly arisen, how can this fundamental right be secured at a global level? This volume brings together leading experts from a variety of fields to critically evaluate the extent to which global norms on freedom of expression and information have been established and which actors and institutions have contributed to their diffusion. The contributors also consider ongoing and new challenges to these norms, from conflicts over hate speech and the rise of populism to authoritarian governments, as well as the profound disruption introduced by the internet. Together, these essays lay the groundwork for an international legal doctrine on global freedom of expression that considers issues such as access to government-held information, media diversity, and political speech""--",en
0,2021,arts_literary_cultural_studies,Regulative,Théâtre sud-africain: le spectre du grand censeur,S St-Jacques,TB852YT7,"En plus de se travestir, PDU a révélé sur la scène son homosexualité, illégale pendant les années d’apartheid. Ses premières pièces ont été bannies, il a déjoué les censeurs, subi l’…",fr
59,2022,political_science_ir,Regulative,Fighting Propaganda with Censorship: A Study of the Ukrainian Ban on Russian Social Media,"Golovchenko, Yevgeniy",QYGWBX7S,"Many states have become concerned with Russian cyberattacks and online propaganda. The Ukrainian government responded to the information threat in 2017 by blocking access to several Russian websites, including VKontakte, one of the most popular social media websites in Ukraine. By exploiting a natural experiment in Ukraine, I ﬁnd that the sudden censorship policy reduced activity on VKontakte, despite the fact that a vast majority of the users were legally and technically able to bypass the ban. Users with strong political and social aﬃliations to Russia were at least as likely to be aﬀected by the ban as those with weak aﬃliations. I argue that the ease of access to online media not political attitudes toward the state was the main mechanism behind the users’ response to the ban. These ﬁndings suggest that this pragmatic view on the eﬀects of censorship holds, even in the highly politicized military conﬂict between Russia and Ukraine.",en
45,2022,political_science_ir,Regulative,"Delegated Censorship: The Dynamic, Layered, and Multistage Information Control Regime in China","Sun, Taiyi; Zhao, Quansheng",AAGPUEWT,"How does internet censorship work in China, and how does it reflect the Chinese state’s logic of governing society? An online political publication, Global China (海外看世界), was created by the authors, and the pattern and record of articles being censored was analyzed. Using results from A/B tests on the articles and interviews with relevant officials, the article shows that the state employs delegated censorship, outsourcing significant responsibility to private internet companies and applying levels of scrutiny based on timing, targets, and stage of publication. The dynamic, layered, multistage censorship regime creates significant variation and flexibility across the Chinese internet, most often in decisions about what to censor. This approach aims to maintain regime stability and legitimacy while minimizing costs. Rather than blocking all information and players, the state recognizes its technical and bureaucratic limits but also realizes the benefits of a degree of toleration. Delegated censorship utilizes both power control and power sharing and offers a new understanding of authoritarian state-society relations.",en
37,2022,science_technology_studies,Regulative,A market of black boxes: The political economy of Internet surveillance and censorship in Russia,"Ermoshina, Ksenia; Loveluck, Benjamin; Musiani, Francesca",YV7E6DI7,"In recent years, the Russian Internet has developed according to strong centralizing and Statecontrolling tendencies, both in terms of legal instruments and technical infrastructure. This strategy implies a strong push to develop Russian-made technical solutions for censorship and traffic interception. Thus, a promising market has opened for Russian vendors of software and hardware solutions for traffic surveillance and filtering. Drawing from a mixed-methods approach and perspectives grounded primarily in Science and Technology Studies (STS), infrastructure studies and the political economy of information networks, this paper aims at exploring the flourishing sector of Russian industry of censorship and surveillance. We focus on two kinds of “black boxes” and examine their influence on the market of Internet Service Providers: surveillance systems known as SORM (System for Operative Investigative Activities), and traffic filtering solutions used to block access to websites that have been blacklisted by Roskomnadzor, the Russian federal watchdog for media and telecommunications. This research sheds light on the vivid debates around controversial technologies which Internet actors must adopt in order to avoid government fines, but which are expensive and complex to implement and raise a number of ethical and political concerns.",en
31,2022,history_book_history,Regulative,Libri pericolosi: censura e cultura italiana in età moderna,G Caravale,QFSCFR5N,"Avec cet ouvrage, Giorgio Caravale s’est lancé dans un projet ardu : faire l’histoire de la censure – et en particulier de la censure ecclésiastique – en observant la culture italienne de l’époque moderne « à travers le filtre de l’histoire du livre » (p. 9). Relancées par l’ouverture des archives du Saint-Office, les recherches sur le sujet se sont multipliées au cours des vingt dernières années et, en s’efforçant de tenir ensemble les différents champs disciplinaires qui la composent, l’hi...",fr
18,2022,computer_science_ai,Regulative,TSPU: Russia's decentralized censorship system,"Xue, Diwen; Mixon-Baca, Benjamin; ValdikSS; Ablove, Anna; Kujath, Beau; Crandall, Jedidiah R.; Ensafi, Roya",RA67P64S,"Russia’s Sovereign RuNet was designed to build a Russian national firewall. Previous anecdotes and isolated events in the past two years reflected centrally coordinated censorship behaviors across multiple ISPs, suggesting the deployment of “special equipment” in networks, colloquially known as “TSPU”. Despite the TSPU comprising a critical part of the technical stack of RuNet, very little is known about its design, its capabilities, or the extent of its deployment. In this paper, we develop novel techniques and run in-country and remote measurements to discover the how, what, and where of TSPU’s interference with users’ Internet traffic. We identify different types of blocking mechanisms triggered by SNI, IP, and QUIC, and we find the TSPU to be in-path and stateful, and possesses unique state-management characteristics. Using fragmentation behaviors as fingerprints, we identify over one million endpoints in Russia from 650 ASes that are behind TSPU devices and find that 70% of them are at most two hops away from the end IP. Considering that TSPU devices progressed from ideation to deployment in three years, we fear that the emerging TSPU architecture may become a blueprint for other countries with similar network topology.",en
6,2022,communication_media_studies,Regulative,Safer spaces by design? Federated architectures and alternative socio-technical models for content moderation,"Ermoshina, Ksenia; Musiani, Francesca",SRXB4FWD,"Users of secure messaging tools, especially in communities attuned to the risks of State-based and other forms of censorship, are becoming increasingly skeptical about the fact of delegating their data to centralized platforms, endowed with substantial power to filter content and block user profiles. This paper analyses the role that informational architectures and infrastructures in federated social media platforms play in content moderation processes. Alongside privacy by design, the paper asks, is it possible to speak of online “safe(r) spaces by design”? The paper argues that federation can pave the way for novel practices in content moderation governance, merging community organizing, information distribution and alternative techno-social instruments to deal with online harassment, hate speech or disinformation; however, this alternative also presents a number of pitfalls and potential difficulties that need to be examined to provide a complete picture of the potential of federated models.",en
5,2022,arts_literary_cultural_studies,Regulative,"Políticas e guerras da cultura: filtros de investimento público como""pós-censura"".","L de Paula, C Dumas…",PTFJQX7Q,"… Este artigo investiga a relação entre o ambiente de “guerra cultural”, no Brasil, e o regime de moderação de liberdades expressivas conhecido como “pós-censura”, analisando como …",pt
4,2022,history_book_history,Regulative,Histoire de la censure en France,L Martin,9JGXLUG6,"La République démocratique, en France, garantit la liberté d'expression. Est-ce à dire que la censure n'y a plus cours ? N'existerait-elle pas sous de nouvelles formes ? Et si oui, quelle influence a-t-elle sur la société ? Les censeurs ont toujours été attentifs aux moyens de diffusion des idées. Du XVIe au XVIIIe siècle, le contrôle de la parole affecta particulièrement l'édition. Il s'est porté ensuite, au XIXe, sur la presse et le théâtre. Puis ce fut au tour des médias audiovisuels d'être dans le viseur. Aujourd'hui, les autorités se préoccupent surtout des publications sur Internet... Laurent Martin décrit l'histoire et le fonctionnement des appareils de contrôle culturel en France, leurs logiques et leurs acteurs, analysant les effets et contre-effets de ce contrôle sur la vie culturelle.",fr
4,2022,communication_media_studies,Regulative,Projeto Uncensored Library: uma estratégia para burlar a censura em países predadores da liberdade de imprensa,"MM Cavalcanti, SA Siebra, LS Bufrem…",GVTIWJAK,… censorship in countries where access to information is restricted. Objective: Its purpose is to discuss The Uncensored Library as a means of access to censored … com moderadores que …,en
